FID,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER_,SORT,dis_m3_pyr,dis_m3_pmn,dis_m3_pmx,run_mm_syr,inu_pc_smn,inu_pc_umn,inu_pc_smx,inu_pc_umx,inu_pc_slt,inu_pc_ult,lka_pc_sse,lka_pc_use,lkv_mc_usu,rev_mc_usu,dor_pc_pva,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,gwt_cm_sav,ele_mt_sav,ele_mt_uav,ele_mt_smn,ele_mt_smx,slp_dg_sav,slp_dg_uav,sgr_dk_sav,clz_cl_smj,cls_cl_smj,tmp_dc_syr,tmp_dc_uyr,tmp_dc_smn,tmp_dc_smx,tmp_dc_s01,tmp_dc_s02,tmp_dc_s03,tmp_dc_s04,tmp_dc_s05,tmp_dc_s06,tmp_dc_s07,tmp_dc_s08,tmp_dc_s09,tmp_dc_s10,tmp_dc_s11,tmp_dc_s12,pre_mm_syr,pre_mm_uyr,pre_mm_s01,pre_mm_s02,pre_mm_s03,pre_mm_s04,pre_mm_s05,pre_mm_s06,pre_mm_s07,pre_mm_s08,pre_mm_s09,pre_mm_s10,pre_mm_s11,pre_mm_s12,pet_mm_syr,pet_mm_uyr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,aet_mm_syr,aet_mm_uyr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,ari_ix_sav,ari_ix_uav,cmi_ix_syr,cmi_ix_uyr,cmi_ix_s01,cmi_ix_s02,cmi_ix_s03,cmi_ix_s04,cmi_ix_s05,cmi_ix_s06,cmi_ix_s07,cmi_ix_s08,cmi_ix_s09,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,snw_pc_syr,snw_pc_uyr,snw_pc_smx,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,snw_pc_s07,snw_pc_s08,snw_pc_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,glc_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,pnv_cl_smj,pnv_pc_s01,pnv_pc_s02,pnv_pc_s03,pnv_pc_s04,pnv_pc_s05,pnv_pc_s06,pnv_pc_s07,pnv_pc_s08,pnv_pc_s09,pnv_pc_s10,pnv_pc_s11,pnv_pc_s12,pnv_pc_s13,pnv_pc_s14,pnv_pc_s15,pnv_pc_u01,pnv_pc_u02,pnv_pc_u03,pnv_pc_u04,pnv_pc_u05,pnv_pc_u06,pnv_pc_u07,pnv_pc_u08,pnv_pc_u09,pnv_pc_u10,pnv_pc_u11,pnv_pc_u12,pnv_pc_u13,pnv_pc_u14,pnv_pc_u15,wet_cl_smj,wet_pc_sg1,wet_pc_ug1,wet_pc_sg2,wet_pc_ug2,wet_pc_s01,wet_pc_s02,wet_pc_s03,wet_pc_s04,wet_pc_s05,wet_pc_s06,wet_pc_s07,wet_pc_s08,wet_pc_s09,wet_pc_u01,wet_pc_u02,wet_pc_u03,wet_pc_u04,wet_pc_u05,wet_pc_u06,wet_pc_u07,wet_pc_u08,wet_pc_u09,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,lit_cl_smj,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,pop_ct_ssu,pop_ct_usu,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gad_id_smj,gdp_ud_sav,gdp_ud_ssu,gdp_ud_usu,hdi_ix_sav
26,7050641910,7050642080,7050047060,7050047060,1629,1629,3451.5,190309.5,74247,0,0,2,4218,286.32,135.332,595.874,247,3,1,4,2,7,5,3,3,9113,8678,961,1551.123,20256.73,39437.906,214971.656,131,222,1047,153,334,15,19,21,11,72,154,118,20,274,20,49,100,159,201,245,274,267,224,164,96,41,1008,559,40,51,85,96,133,112,78,71,116,93,79,54,1314,1264,36,49,87,124,156,173,195,180,131,94,53,36,853,475,28,38,70,96,117,121,113,88,67,55,35,26,77,45,-23,-55,9,4,-3,-23,-14,-35,-60,-60,-12,-2,33,32,0,5,4,1,0,0,0,0,0,0,0,0,0,0,4,16,0,10,0,13,0,0,0,0,0,0,0,0,4,0,0,65,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,26,50,0,0,11,0,0,0,0,0,1,9,0,0,0,0,6,0,0,0,92,2,0,0,0,0,0,0,0,0,2,2,1,1,0,8,74,1,11,0,0,0,3,2,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,32,43,32,35,1,7,0,0,0,0,1,2,8,388,6,146,24,20,48,37,28,43,16,15,68,39,77,79,80,78,75,71,60,50,50,58,66,73,3,1,16,1630,1854,453.855,2909.29,134.813,15.423,11,1,2242,400,1619,219,166,62,171,69,240,46422,21407160320,1.52729E+11,809
27,7050641790,7050642080,7050047060,7050047060,1629.199951,1629.199951,21369,21369.6,74246,0,0,3,4219,174.402,79.091,286.913,258,2,2,3,3,4,4,12,12,4001,3729,678,4137.696,4137.69,43334.07,43334.07,124,281,281,152,508,15,15,23,11,72,142,142,2,270,2,32,84,146,193,240,270,262,216,154,83,23,974,975,32,38,78,88,127,123,84,89,115,88,70,44,1270,1270,31,44,81,120,154,173,194,178,127,89,48,31,825,825,23,33,62,90,112,119,114,92,70,54,32,23,77,77,-23,-23,2,-13,-4,-27,-17,-29,-57,-50,-10,-1,30,27,1,1,9,6,2,0,0,0,0,0,0,0,0,0,9,16,0,2,0,3,0,0,0,0,0,0,0,0,34,0,0,57,0,0,0,2,0,1,0,2,0,3,0,0,0,0,0,0,0,0,34,0,0,57,0,0,0,2,0,1,10,0,0,0,0,2,0,0,0,46,51,0,0,0,0,0,0,0,0,0,2,0,0,0,46,51,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,28,28,48,48,0,0,0,0,0,0,2,2,8,388,6,146,24,24,47,47,29,29,17,17,68,68,76,77,77,75,72,70,61,52,54,61,67,73,3,40,40,1649,1649,533.101,533.101,24.809,25.025,2,2,686,700,361,363,82,82,86,87,240,48946,25827565568,25827563520,876
28,7050610760,7050612640,7050047060,7050047060,1670.099976,1670.099976,107.6,418652.2,74263,0,0,2,4220,5668.67,2354.592,11866.957,430,19,2,58,8,74,12,3,5,40996,38031,213,784.04,199588.891,66343.93,6341310.5,49,106,328,91,153,8,45,9,11,72,140,113,6,258,6,30,87,144,191,237,258,248,212,149,89,31,1243,1124,86,100,127,120,121,100,106,88,90,77,111,116,1212,1116,29,40,76,115,153,173,180,163,123,85,46,30,928,865,29,40,76,112,138,133,120,97,71,51,33,27,102,101,2,0,66,60,40,5,-21,-42,-41,-46,-27,-9,58,74,1,5,7,3,6,0,0,0,0,0,0,0,0,1,7,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,20,0,0,0,51,0,1,0,5,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,5,0,0,0,0,59,0,0,0,41,0,0,0,0,0,0,0,0,0,1,80,0,0,8,11,0,0,0,0,0,0,10,41,2,27,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,57,58,34,7,5,2,0,0,0,0,0,5,2,8,387,6,150,24,22,49,43,27,34,27,35,81,82,100,100,100,98,91,79,68,60,58,60,71,90,6,0,37,8044,4415,1.68,24272.406,18.952,58.84,0,4,1357,1600,553,622,94,139,91,138,240,50706,26063204,1.15307E+12,903
29,7050610850,7050612640,7050047060,7050047060,1670.199951,1670.199951,105801.2,105801.2,74262,0,0,3,4221,2140.635,1011.548,4093.863,644,3,3,4,4,5,5,20,20,30537,28297,419,53933.715,53933.77,1596961.125,1596943.125,264,437,436,94,2016,62,62,81,11,72,134,134,19,238,19,39,86,135,179,219,238,233,200,139,85,39,1391,1391,119,118,147,118,126,107,124,100,101,87,115,128,1241,1241,35,46,83,120,155,169,176,161,123,88,52,35,986,986,34,46,83,116,138,132,123,104,78,59,39,33,113,113,10,10,70,61,42,-2,-18,-36,-29,-37,-18,-3,54,72,1,1,5,3,4,1,0,0,0,0,0,0,1,1,3,2,0,34,0,8,0,29,0,0,0,0,0,0,1,0,0,25,0,0,0,2,0,1,0,34,0,8,0,28,0,0,0,0,0,0,1,0,0,25,0,0,0,2,0,1,5,0,0,0,5,62,0,0,32,0,0,0,0,0,0,0,0,0,0,5,62,0,0,32,0,0,0,0,0,0,0,1,3,3,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,71,70,21,21,5,5,0,0,0,0,0,0,4,4,4,331,6,152,23,22,39,38,39,39,41,41,84,84,99,100,100,97,90,80,71,66,64,67,77,91,3,52,52,2668,2662,5019.752,5019.741,48.368,48.375,3,3,1364,1400,542,542,117,117,115,115,240,46336,2.39034E+11,2.39033E+11,839
30,7050609780,7050610760,7050047060,7050047060,1685.5,1685.5,46413.7,46413.7,74264,0,0,3,4222,706.618,227.695,1491.419,508,3,3,4,4,5,5,16,16,18054,16889,758,19910.434,19910.496,449174.406,449171.031,235,308,308,-17,1261,53,53,48,11,72,134,134,11,244,11,32,84,136,181,224,244,237,203,140,84,34,1332,1332,108,108,135,113,126,106,121,98,97,81,114,125,1225,1225,32,42,80,118,154,171,177,161,123,86,49,33,963,963,32,42,80,114,137,133,123,103,77,56,37,30,109,109,8,8,70,61,41,-4,-18,-38,-31,-39,-21,-6,57,74,1,1,4,2,3,0,0,0,0,0,0,0,0,1,3,2,0,51,0,5,0,3,0,0,0,0,0,0,3,0,0,36,0,0,0,2,0,1,0,51,0,5,0,3,0,0,0,0,0,0,3,0,0,36,0,0,0,2,0,1,5,0,0,0,0,87,0,0,10,3,0,0,0,0,0,0,0,0,0,0,87,0,0,10,3,0,0,0,0,0,0,2,3,3,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,59,59,26,26,4,4,0,0,0,0,0,0,3,3,4,336,6,151,24,24,40,40,36,36,36,36,83,83,100,100,100,97,90,80,71,65,62,65,75,91,6,68,68,3376,3371,2436.295,2436.299,53.278,53.392,4,4,1406,1400,556,557,115,115,117,118,240,44489,1.17868E+11,1.17868E+11,812
31,7050609610,7050610760,7050047060,7050047060,1685.5,1685.5,8279.8,372131.6,74265,0,0,2,4223,4985.447,2136.136,10915.958,381,2,2,19,9,29,13,12,4,22942,21142,134,7242.794,178894.453,496236.813,5825799,119,141,330,42,323,20,44,17,11,68,135,110,0,253,0,25,80,139,188,233,253,244,208,144,83,26,1184,1098,81,90,123,114,122,100,102,87,81,74,106,105,1198,1102,27,38,73,113,152,172,180,163,123,84,44,28,905,853,27,38,73,110,136,133,119,96,69,49,30,24,99,100,-1,-1,66,58,40,1,-20,-42,-43,-47,-34,-12,58,73,1,5,7,2,6,0,0,0,0,0,0,0,0,0,5,16,0,37,0,2,0,2,0,0,0,0,0,0,0,0,0,56,0,0,0,1,0,1,0,51,0,1,0,5,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,2,5,0,0,0,1,92,0,0,3,4,0,0,0,0,0,0,0,0,0,1,79,0,0,8,12,0,0,0,0,0,0,11,12,2,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,56,41,35,6,5,1,0,0,0,0,0,9,2,8,387,6,150,24,22,47,44,29,34,27,34,80,82,97,100,100,98,91,79,68,60,56,58,68,86,3,38,33,5474,4544,116.089,21834.434,14.4,59.531,0,4,882,1600,281,630,93,142,89,140,240,49578,5459187712,1.03518E+12,891
32,7050632870,7050641910,7050047060,7050047060,1763.099976,1763.099976,44636.3,44637.4,74248,0,0,3,4224,50.746,22.24,96.721,47,1,1,1,1,3,3,2,2,407,310,194,3359.776,3359.791,21111.002,21111.043,275,798,796,223,2590,12,12,37,11,70,135,135,4,265,4,31,74,132,183,236,265,255,208,145,70,18,583,584,14,21,41,48,91,82,70,66,62,41,30,18,1330,1330,35,47,83,123,162,188,204,182,132,92,49,33,495,496,13,18,33,47,64,75,74,62,45,32,18,12,44,44,-56,-56,-58,-56,-52,-61,-44,-56,-66,-64,-53,-56,-40,-46,2,2,10,8,5,1,0,0,0,0,0,0,0,0,8,13,0,0,0,7,0,0,0,0,0,0,1,17,64,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,17,64,0,0,9,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,9,90,0,0,0,0,0,0,0,0,1,0,0,0,0,9,90,0,0,0,0,0,10,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,47,47,35,35,9,9,0,0,0,0,0,0,8,402,6,144,21,21,38,38,41,41,12,12,38,38,40,39,39,39,39,40,37,34,34,35,37,38,1,14,14,1788,1789,497.143,497.142,11.117,11.228,1,1,398,400,158,159,58,58,72,72,240,48975,22331768832,22331738112,873
33,7050632730,7050641910,7050047060,7050047060,1763.099976,1763.099976,147376.2,147376.2,74249,0,0,2,4225,210.216,104.516,468.937,56,1,1,2,2,5,5,4,4,6606,6290,949,15475.039,15345.745,154668.109,154423.188,381,1148,1146,221,4365,21,21,70,11,65,111,112,-20,243,-20,7,49,106,158,213,243,231,184,122,47,-6,535,540,14,18,38,45,75,73,72,66,53,37,27,18,1243,1242,29,40,74,112,152,182,199,174,125,84,43,28,454,459,11,16,29,44,60,69,71,59,42,29,15,10,44,44,-56,-56,-52,-55,-48,-59,-51,-60,-63,-61,-57,-55,-38,-36,6,6,22,19,16,6,3,1,0,0,0,0,1,3,18,13,0,0,0,13,0,0,0,0,0,0,0,30,47,0,0,10,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,29,47,0,0,10,0,0,0,0,0,1,10,0,0,0,3,3,1,2,0,5,71,2,14,0,0,0,0,0,0,3,3,1,2,0,5,70,2,14,0,0,0,11,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,44,43,34,35,6,6,0,0,0,0,2,2,8,402,6,144,20,20,37,37,43,43,16,16,38,38,40,40,40,40,39,39,36,34,34,35,36,38,1,17,18,1858,1880,1965.98,1958.295,13.459,13.848,1,1,390,400,201,205,59,60,65,66,240,52691,1.09366E+11,1.0899E+11,930
34,7050594340,7050609610,7050047060,7050047060,1807.5,1807.5,142912.5,278677.1,74267,0,0,2,4226,4060.969,1709.978,9249.95,403,2,2,5,4,8,6,3,4,17915,16658,130,76881.047,140493.422,3239194.75,4754165,196,276,372,99,1148,45,56,36,11,68,120,109,-11,237,-11,10,63,120,171,216,237,229,193,129,70,15,1132,1115,77,80,106,102,116,99,115,95,85,72,92,93,1150,1103,25,35,70,109,149,168,175,157,117,78,42,26,883,858,24,35,70,105,131,128,119,98,71,49,30,22,98,101,-2,1,67,55,34,-6,-22,-41,-34,-39,-28,-9,55,72,3,5,18,11,17,2,0,0,0,0,0,0,0,1,7,2,0,48,0,1,0,2,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,2,0,63,0,1,0,5,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,5,0,0,0,2,89,0,0,2,7,0,0,0,0,0,0,0,0,0,1,90,0,0,6,3,0,0,0,0,0,0,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,68,36,26,6,6,0,0,0,0,0,0,2,2,4,336,6,150,23,21,44,42,33,37,33,38,81,82,96,100,100,97,89,78,69,63,61,62,71,86,3,44,32,4863,3666,9800.851,17350.133,69.907,63.194,4,4,1643,1600,685,660,142,138,138,138,240,44382,4.53807E+11,8.24789E+11,859
35,7050594240,7050609610,7050047060,7050047060,1807.599976,1807.599976,85177.5,85177.5,74266,0,0,3,4227,1006.984,454.831,2618.044,377,4,4,23,23,34,34,4,4,3911,3470,109,31158.746,31158.725,575411.438,575409.75,53,213,212,103,372,9,9,17,10,62,111,111,-32,238,-32,-10,47,111,168,218,238,226,189,125,59,-5,1033,1033,60,58,91,100,109,100,108,91,78,71,87,79,1092,1092,20,28,60,100,144,167,174,154,115,73,36,21,831,831,19,28,60,97,129,129,118,95,68,45,25,17,95,95,-5,-5,67,51,34,1,-24,-40,-38,-41,-32,-4,59,74,6,6,34,26,33,2,0,0,0,0,0,0,0,0,15,16,0,12,0,0,0,6,0,0,0,0,1,0,0,0,0,78,0,0,0,0,0,1,0,12,0,0,0,6,0,0,0,0,1,0,0,0,0,78,0,0,0,0,0,1,9,0,0,0,1,41,0,0,16,42,0,0,0,0,0,0,0,0,0,1,41,0,0,16,42,0,0,0,0,0,0,11,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,65,65,4,4,1,1,0,0,0,0,2,2,4,342,6,150,24,24,49,49,27,27,24,24,81,81,95,99,100,98,91,79,69,62,59,61,70,84,3,36,36,7311,7326,4368.275,4368.253,52.076,51.931,3,3,1643,1600,569,568,158,158,154,153,240,47419,2.04931E+11,2.04931E+11,929
36,7050569640,7050612840,7050047060,7050047060,1913,1913,103449.2,1326743.4,74291,0,0,1,4228,2933.591,1661.184,4844.562,300,2,1,4,2,7,6,8,7,162174,133709,1445,40573.348,251706.719,1304660.25,5231555,129,280,994,92,532,18,28,23,11,68,121,74,-27,253,-27,1,60,125,177,225,253,241,197,136,64,-2,1003,513,37,40,78,94,120,117,98,96,111,89,70,53,1154,1035,23,34,69,108,147,167,183,163,117,78,40,24,847,440,20,30,62,96,122,126,120,97,72,53,30,19,87,50,-13,-50,36,13,11,-13,-18,-30,-46,-41,-5,12,41,53,4,15,19,15,13,2,0,0,0,0,0,0,0,1,15,16,0,25,0,1,0,1,0,0,0,0,0,0,3,0,0,68,0,0,0,1,0,1,0,2,0,10,0,1,0,0,1,0,0,22,36,3,0,25,0,0,0,1,0,0,9,0,0,0,0,45,0,0,0,53,2,0,0,0,0,0,0,0,0,3,4,4,0,0,8,68,1,12,0,0,0,11,3,8,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,48,37,17,44,1,5,0,0,0,0,2,4,8,388,6,146,24,19,47,39,29,42,24,20,77,43,88,90,91,89,83,77,67,60,61,67,74,82,6,55,15,4310,2527,3064.202,12580.277,29.991,9.589,2,1,900,400,449,159,98,60,81,56,240,48712,1.5465E+11,6.75085E+11,911
37,7050569650,7050612840,7050047060,7050047060,1913.099976,1913.099976,1629.2,446350.8,74281,0,0,2,4229,3593.997,2341.181,6504.188,238,4,5,24,16,30,27,3,18,44411,14834,131,1645.321,122839.734,102185.758,2487246.25,64,170,304,121,249,9,13,22,11,68,123,77,-24,253,-24,1,59,126,180,231,253,240,200,138,66,2,966,827,47,52,87,95,106,92,95,83,82,70,82,76,1120,969,22,31,65,104,144,167,177,156,116,76,38,23,814,698,19,29,63,99,125,124,113,89,65,45,25,18,86,85,-14,-15,53,40,25,-9,-27,-45,-46,-47,-30,-9,53,70,2,16,9,8,5,1,0,0,0,0,0,0,0,0,8,16,0,12,0,1,0,1,0,0,0,0,1,0,0,0,0,76,0,0,0,4,0,5,0,8,0,6,0,11,0,0,0,0,1,0,0,0,0,70,0,1,0,2,0,1,9,0,0,0,0,32,0,0,0,68,0,0,0,0,0,0,0,0,0,7,2,0,0,22,52,17,0,0,0,0,0,3,3,17,0,15,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,25,55,55,4,5,0,1,0,0,0,0,1,3,8,387,7,148,22,20,48,46,29,33,22,34,77,76,89,94,97,96,88,76,65,58,56,58,67,79,3,54,39,5144,4943,161.424,18582.928,101.274,43.271,8,3,2893,1400,1264,513,212,128,206,110,240,54663,8563670528,1.01253E+12,947
38,7050566040,7050569650,7050047060,7050047060,1953.099976,1953.099976,73122.3,73123.1,74282,0,0,3,4230,838.595,423.244,1986.988,318,7,7,30,30,44,44,7,7,2664,1165,44,23581.27,23581.277,409390.688,409390.063,48,206,205,101,361,6,6,17,10,62,102,103,-52,236,-52,-26,35,104,163,215,236,223,184,121,48,-23,937,938,41,39,74,96,99,100,102,91,91,70,71,62,1052,1052,16,25,55,96,142,166,173,151,110,69,32,18,786,786,14,23,53,92,124,126,114,92,67,44,23,14,89,89,-11,-11,60,37,26,0,-30,-40,-41,-40,-17,2,55,72,8,8,40,38,33,2,0,0,0,0,0,0,0,1,26,16,0,2,0,2,0,6,0,0,0,0,1,0,0,0,0,84,0,0,0,1,0,3,0,2,0,2,0,6,0,0,0,0,1,0,0,0,0,84,0,0,0,1,0,3,9,0,0,0,0,2,0,0,2,95,0,0,0,0,0,0,0,0,0,0,2,0,0,2,95,0,0,0,0,0,0,11,5,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,69,69,4,4,2,2,0,0,0,0,1,1,8,387,7,148,24,24,50,50,26,26,25,25,79,79,91,95,97,96,89,77,67,61,61,64,72,82,3,30,30,6683,6700,6938.906,6938.87,98.135,96.862,7,7,1911,1900,962,951,181,180,149,148,240,53833,3.81417E+11,3.81416E+11,947
39,7050566090,7050569650,7050047060,7050047060,1953.300049,1953.300049,25088.2,371598.5,74283,0,0,2,4231,2778.957,1845.736,4958.044,243,5,5,12,13,19,23,3,20,41737,13670,156,11661.05,97613.25,480051.656,1975672.125,90,217,324,111,307,12,14,20,11,68,115,72,-38,249,-38,-10,50,119,173,224,249,236,193,132,59,-11,964,805,38,38,77,92,111,100,108,94,103,79,68,56,1113,952,20,29,62,104,145,167,180,158,115,75,37,21,814,680,17,26,58,94,122,123,117,95,70,49,26,17,87,85,-13,-15,48,22,18,-11,-24,-40,-40,-41,-10,5,45,62,5,18,23,14,20,3,0,0,0,0,0,0,0,1,20,16,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,86,0,0,0,2,0,0,0,9,0,6,0,13,0,0,0,0,1,0,0,0,0,67,0,1,0,2,0,1,9,0,0,0,0,11,0,0,2,87,0,0,0,0,0,0,0,0,0,8,2,0,0,26,44,20,0,0,0,0,0,11,3,19,2,17,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,11,28,60,53,10,5,1,1,0,0,0,0,2,4,8,388,7,148,24,19,50,46,26,34,23,36,77,76,88,91,93,91,85,75,66,60,61,66,72,81,6,66,40,6404,4597,623.99,11482.647,24.893,32.471,2,2,862,1300,394,424,93,117,79,102,240,49548,31562264576,6.2255E+11,915
40,7050674750,7050683890,7050047060,7050047060,1956.5,1956.5,28204.3,28204.3,74229,0,0,2,4232,7.229,3.642,13.305,17,1,1,1,1,7,7,1,1,370,327,1433,778.951,777.544,2372.912,2372.175,250,895,888,365,1502,11,11,43,11,74,148,148,27,266,27,51,93,148,195,242,266,255,214,156,88,39,516,517,13,18,27,35,73,83,57,67,62,45,22,15,1416,1416,43,55,96,136,173,192,204,183,136,99,57,41,437,438,14,18,30,39,51,62,62,54,42,33,19,13,36,36,-64,-64,-70,-67,-72,-75,-58,-57,-72,-63,-55,-55,-62,-64,1,1,4,4,2,1,0,0,0,0,0,0,0,1,3,13,0,0,0,4,0,0,0,0,0,0,2,20,71,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,19,71,2,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,0,0,0,0,11,18,18,18,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,4,42,42,48,48,13,13,0,0,0,0,0,0,8,402,6,144,21,21,36,36,43,43,11,11,31,31,34,33,31,29,29,32,31,29,31,33,33,33,1,37,37,1452,1462,224.971,224.907,8.036,8.106,0,0,287,300,177,177,50,50,59,59,240,48858,11989426176,11986907136,895
41,7050674630,7050683890,7050047060,7050047060,1956.699951,1956.699951,13273.8,13275.1,74228,0,0,3,4233,14.599,6.09,21.401,38,1,1,2,2,8,8,4,4,422,407,885,729.256,729.256,3453.511,3453.511,233,678,677,366,1122,11,11,35,11,74,152,152,24,275,24,50,95,153,199,247,275,266,222,161,90,38,595,596,16,24,39,46,95,86,53,63,72,52,29,19,1389,1389,40,53,93,132,168,187,205,185,135,96,55,39,505,505,16,20,36,48,65,75,71,58,45,35,21,15,43,43,-57,-57,-62,-54,-58,-65,-43,-54,-74,-66,-47,-46,-47,-51,1,1,3,3,1,0,0,0,0,0,0,0,0,0,2,13,0,0,0,1,0,0,0,0,0,0,1,7,88,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7,88,1,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,11,6,6,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,43,43,48,48,4,4,0,0,0,0,1,1,8,389,6,144,21,21,36,36,42,42,10,10,37,37,40,39,39,37,38,40,36,31,33,36,38,39,1,37,37,1421,1422,85.862,85.862,6.52,6.523,0,0,534,500,187,186,67,67,85,85,240,47827,4415187456,4415193088,854
